com.medigy.persist.reference.type.clincial.CPT.code,label
29876,Knee arthroscopy/surgery
29877,Knee arthroscopy/surgery
29879,Knee arthroscopy/surgery
29880,Knee arthroscopy/surgery
29881,Knee arthroscopy/surgery
29882,Knee arthroscopy/surgery
29883,Knee arthroscopy/surgery
29884,Knee arthroscopy/surgery
29885,Knee arthroscopy/surgery
29886,Knee arthroscopy/surgery
29887,Knee arthroscopy/surgery
29888,Knee arthroscopy/surgery
29889,Knee arthroscopy/surgery
29891,Ankle arthroscopy/surgery
29892,Ankle arthroscopy/surgery
29893,"Scope, plantar fasciotomy"
29894,Ankle arthroscopy/surgery
29895,Ankle arthroscopy/surgery
29897,Ankle arthroscopy/surgery
29898,Ankle arthroscopy/surgery
29899,Ankle arthroscopy/surgery
29900,"Mcp joint arthroscopy, dx"
29901,"Mcp joint arthroscopy, surg"
29902,"Mcp joint arthroscopy, surg"
29999,Arthroscopy of joint
30000,Drainage of nose lesion
30020,Drainage of nose lesion
30100,Intranasal biopsy
30110,Removal of nose polyp(s)
30115,Removal of nose polyp(s)
30117,Removal of intranasal lesion
30118,Removal of intranasal lesion
30120,Revision of nose
30124,Removal of nose lesion
30125,Removal of nose lesion
30130,Removal of turbinate bones
30140,Removal of turbinate bones
30150,Partial removal of nose
30160,Removal of nose
30200,Injection treatment of nose
30210,Nasal sinus therapy
30220,Insert nasal septal button
30300,Remove nasal foreign body
30310,Remove nasal foreign body
30320,Remove nasal foreign body
30400,Reconstruction of nose
30410,Reconstruction of nose
30420,Reconstruction of nose
30430,Revision of nose
30435,Revision of nose
30450,Revision of nose
30460,Revision of nose
30462,Revision of nose
30465,Repair nasal stenosis
30520,Repair of nasal septum
30540,Repair nasal defect
30545,Repair nasal defect
30560,Release of nasal adhesions
30580,Repair upper jaw fistula
30600,Repair mouth/nose fistula
30620,Intranasal reconstruction
30630,Repair nasal septum defect
30801,"Cauterization, inner nose"
30802,"Cauterization, inner nose"
30901,Control of nosebleed
30903,Control of nosebleed
30905,Control of nosebleed
30906,Repeat control of nosebleed
30915,"Ligation, nasal sinus artery"
30920,"Ligation, upper jaw artery"
30930,"Therapy, fracture of nose"
30999,Nasal surgery procedure
31000,"Irrigation, maxillary sinus"
31002,"Irrigation, sphenoid sinus"
31020,"Exploration, maxillary sinus"
31030,"Exploration, maxillary sinus"
31032,"Explore sinus, remove polyps"
31040,Exploration behind upper jaw
31050,"Exploration, sphenoid sinus"
31051,Sphenoid sinus surgery
31070,Exploration of frontal sinus
31075,Exploration of frontal sinus
31080,Removal of frontal sinus
31081,Removal of frontal sinus
31084,Removal of frontal sinus
31085,Removal of frontal sinus
31086,Removal of frontal sinus
31087,Removal of frontal sinus
31090,Exploration of sinuses
31200,Removal of ethmoid sinus
31201,Removal of ethmoid sinus
31205,Removal of ethmoid sinus
31225,Removal of upper jaw
31230,Removal of upper jaw
31231,"Nasal endoscopy, dx"
31233,"Nasal/sinus endoscopy, dx"
31235,"Nasal/sinus endoscopy, dx"
31237,"Nasal/sinus endoscopy, surg"
31238,"Nasal/sinus endoscopy, surg"
31239,"Nasal/sinus endoscopy, surg"
31240,"Nasal/sinus endoscopy, surg"
31254,Revision of ethmoid sinus
31255,Removal of ethmoid sinus
31256,Exploration maxillary sinus
31267,"Endoscopy, maxillary sinus"
31276,"Sinus endoscopy, surgical"
31287,"Nasal/sinus endoscopy, surg"
31288,"Nasal/sinus endoscopy, surg"
31290,"Nasal/sinus endoscopy, surg"
31291,"Nasal/sinus endoscopy, surg"
31292,"Nasal/sinus endoscopy, surg"
31293,"Nasal/sinus endoscopy, surg"
31294,"Nasal/sinus endoscopy, surg"
31299,Sinus surgery procedure
31300,Removal of larynx lesion
31320,"Diagnostic incision, larynx"
31360,Removal of larynx
31365,Removal of larynx
31367,Partial removal of larynx
31368,Partial removal of larynx
31370,Partial removal of larynx
31375,Partial removal of larynx
31380,Partial removal of larynx
31382,Partial removal of larynx
31390,Removal of larynx & pharynx
31395,Reconstruct larynx & pharynx
31400,Revision of larynx
31420,Removal of epiglottis
31500,Insert emergency airway
31502,Change of windpipe airway
31505,Diagnostic laryngoscopy
31510,Laryngoscopy with biopsy
31511,"Remove foreign body, larynx"
31512,Removal of larynx lesion
31513,Injection into vocal cord
31515,Laryngoscopy for aspiration
31520,Diagnostic laryngoscopy
31525,Diagnostic laryngoscopy
31526,Diagnostic laryngoscopy
31527,Laryngoscopy for treatment
31528,Laryngoscopy and dilation
31529,Laryngoscopy and dilation
31530,Operative laryngoscopy
31531,Operative laryngoscopy
31535,Operative laryngoscopy
31536,Operative laryngoscopy
31540,Operative laryngoscopy
31541,Operative laryngoscopy
31545,Remove vc lesion w/scope
31546,Remove vc lesion scope/graft
31560,Operative laryngoscopy
31561,Operative laryngoscopy
31570,Laryngoscopy with injection
31571,Laryngoscopy with injection
31575,Diagnostic laryngoscopy
31576,Laryngoscopy with biopsy
31577,"Remove foreign body, larynx"
31578,Removal of larynx lesion
31579,Diagnostic laryngoscopy
31580,Revision of larynx
31582,Revision of larynx
31584,Treat larynx fracture
31585,Treat larynx fracture
31586,Treat larynx fracture
31587,Revision of larynx
31588,Revision of larynx
31590,Reinnervate larynx
31595,Larynx nerve surgery
31599,Larynx surgery procedure
31600,Incision of windpipe
31601,Incision of windpipe
31603,Incision of windpipe
31605,Incision of windpipe
31610,Incision of windpipe
31611,Surgery/speech prosthesis
31612,Puncture/clear windpipe
31613,Repair windpipe opening
31614,Repair windpipe opening
31615,Visualization of windpipe
31620,Endobronchial us add-on
31622,Dx bronchoscope/wash
31623,Dx bronchoscope/brush
31624,Dx bronchoscope/lavage
31625,Bronchoscopy w/biopsy(s)
31628,"Bronchoscopy/lung bx, each"
31629,"Bronchoscopy/needle bx, each"
31630,Bronchoscopy dilate/fx repr
31631,"Bronchoscopy, dilate w/stent"
31632,"Bronchoscopy/lung bx, add?l"
31633,Bronchoscopy/needle bx add?l
31635,Bronchoscopy w/fb removal
31636,"Bronchoscopy, bronch stents"
31637,"Bronchoscopy, stent add-on"
31638,"Bronchoscopy, revise stent"
31640,Bronchoscopy w/tumor excise
31641,"Bronchoscopy, treat blockage"
31643,Diag bronchoscope/catheter
31645,"Bronchoscopy, clear airways"
31646,"Bronchoscopy, reclear airway"
31656,"Bronchoscopy, inj for x-ray"
31700,Insertion of airway catheter
31708,Instill airway contrast dye
31710,Insertion of airway catheter
31715,Injection for bronchus x-ray
31717,Bronchial brush biopsy
31720,Clearance of airways
31725,Clearance of airways
31730,"Intro, windpipe wire/tube"
31750,Repair of windpipe
31755,Repair of windpipe
31760,Repair of windpipe
31766,Reconstruction of windpipe
31770,Repair/graft of bronchus
31775,Reconstruct bronchus
31780,Reconstruct windpipe
31781,Reconstruct windpipe
31785,Remove windpipe lesion
31786,Remove windpipe lesion
31800,Repair of windpipe injury
31805,Repair of windpipe injury
31820,Closure of windpipe lesion
31825,Repair of windpipe defect
31830,Revise windpipe scar
31899,Airways surgical procedure
32000,Drainage of chest
32002,Treatment of collapsed lung
32005,Treat lung lining chemically
32019,Insert pleural catheter
32020,Insertion of chest tube
32035,Exploration of chest
32036,Exploration of chest
32095,Biopsy through chest wall
32100,Exploration/biopsy of chest
32110,Explore/repair chest
32120,Re-exploration of chest
32124,Explore chest free adhesions
32140,Removal of lung lesion(s)
32141,Remove/treat lung lesions
32150,Removal of lung lesion(s)
32151,Remove lung foreign body
32160,Open chest heart massage
32200,"Drain, open, lung lesion"
32201,"Drain, percut, lung lesion"
32215,Treat chest lining
32220,Release of lung
32225,Partial release of lung
32310,Removal of chest lining
32320,Free/remove chest lining
32400,Needle biopsy chest lining
32402,Open biopsy chest lining
32405,"Biopsy, lung or mediastinum"
32420,Puncture/clear lung
32440,Removal of lung
32442,Sleeve pneumonectomy
32445,Removal of lung
32480,Partial removal of lung
32482,Bilobectomy
32484,Segmentectomy
32486,Sleeve lobectomy
32488,Completion pneumonectomy
32491,Lung volume reduction
32500,Partial removal of lung
32501,Repair bronchus add-on
32520,Remove lung & revise chest
32522,Remove lung & revise chest
32525,Remove lung & revise chest
32540,Removal of lung lesion
32601,"Thoracoscopy, diagnostic"
32602,"Thoracoscopy, diagnostic"
32603,"Thoracoscopy, diagnostic"
32604,"Thoracoscopy, diagnostic"
32605,"Thoracoscopy, diagnostic"
32606,"Thoracoscopy, diagnostic"
32650,"Thoracoscopy, surgical"
32651,"Thoracoscopy, surgical"
32652,"Thoracoscopy, surgical"
32653,"Thoracoscopy, surgical"
32654,"Thoracoscopy, surgical"
32655,"Thoracoscopy, surgical"
32656,"Thoracoscopy, surgical"
32657,"Thoracoscopy, surgical"
32658,"Thoracoscopy, surgical"
32659,"Thoracoscopy, surgical"
32660,"Thoracoscopy, surgical"
32661,"Thoracoscopy, surgical"
32662,"Thoracoscopy, surgical"
32663,"Thoracoscopy, surgical"
32664,"Thoracoscopy, surgical"
32665,"Thoracoscopy, surgical"
32800,Repair lung hernia
32810,Close chest after drainage
32815,Close bronchial fistula
32820,Reconstruct injured chest
32850,Donor pneumonectomy
32851,"Lung transplant, single"
32852,Lung transplant with bypass
32853,"Lung transplant, double"
32854,Lung transplant with bypass
32855,"Prepare donor lung, single"
32856,"Prepare donor lung, double"
32900,Removal of rib(s)
32905,Revise & repair chest wall
32906,Revise & repair chest wall
32940,Revision of lung
32960,Therapeutic pneumothorax
32997,Total lung lavage
32999,Chest surgery procedure
33010,Drainage of heart sac
33011,Repeat drainage of heart sac
33015,Incision of heart sac
33020,Incision of heart sac
33025,Incision of heart sac
33030,Partial removal of heart sac
33031,Partial removal of heart sac
33050,Removal of heart sac lesion
33120,Removal of heart lesion
33130,Removal of heart lesion
33140,Heart revascularize (tmr)
33141,Heart tmr w/other procedure
33200,Insertion of heart pacemaker
33201,Insertion of heart pacemaker
33206,Insertion of heart pacemaker
33207,Insertion of heart pacemaker
33208,Insertion of heart pacemaker
33210,Insertion of heart electrode
33211,Insertion of heart electrode
33212,Insertion of pulse generator
33213,Insertion of pulse generator
33214,Upgrade of pacemaker system
33215,Reposition pacing-defib lead
33216,"Insert lead pace-defib, one"
33217,"Insert lead pace-defib, dual"
33218,"Repair lead pace-defib, one"
33220,"Repair lead pace-defib, dual"
33222,"Revise pocket, pacemaker"
33223,"Revise pocket, pacing-defib"
33224,Insert pacing lead & connect
33225,L ventric pacing lead add-on
33226,Reposition l ventric lead
33233,Removal of pacemaker system
33234,Removal of pacemaker system
33235,Removal pacemaker electrode
33236,Remove electrode/thoracotomy
33237,Remove electrode/thoracotomy
33238,Remove electrode/thoracotomy
33240,Insert pulse generator
33241,Remove pulse generator
33243,Remove eltrd/thoracotomy
33244,"Remove eltrd, transven"
33245,Insert epic eltrd pace-defib
33246,Insert epic eltrd/generator
33249,Eltrd/insert pace-defib
33250,Ablate heart dysrhythm focus
33251,Ablate heart dysrhythm focus
33253,Reconstruct atria
33261,Ablate heart dysrhythm focus
33282,Implant pat-active ht record
33284,Remove pat-active ht record
33300,Repair of heart wound
33305,Repair of heart wound
33310,Exploratory heart surgery
33315,Exploratory heart surgery
33320,Repair major blood vessel(s)
33321,Repair major vessel
33322,Repair major blood vessel(s)
33330,Insert major vessel graft
33332,Insert major vessel graft
33335,Insert major vessel graft
33400,Repair of aortic valve
33401,"Valvuloplasty, open"
33403,"Valvuloplasty, w/cp bypass"
33404,Prepare heart-aorta conduit
33405,Replacement of aortic valve
33406,Replacement of aortic valve
33410,Replacement of aortic valve
33411,Replacement of aortic valve
33412,Replacement of aortic valve
33413,Replacement of aortic valve
33414,Repair of aortic valve
33415,"Revision, subvalvular tissue"
33416,Revise ventricle muscle
33417,Repair of aortic valve
33420,Revision of mitral valve
33422,Revision of mitral valve
33425,Repair of mitral valve
33426,Repair of mitral valve
33427,Repair of mitral valve
33430,Replacement of mitral valve
33460,Revision of tricuspid valve
33463,"Valvuloplasty, tricuspid"
33464,"Valvuloplasty, tricuspid"
33465,Replace tricuspid valve
33468,Revision of tricuspid valve
33470,Revision of pulmonary valve
33471,"Valvotomy, pulmonary valve"
33472,Revision of pulmonary valve
33474,Revision of pulmonary valve
33475,"Replacement, pulmonary valve"
33476,Revision of heart chamber
33478,Revision of heart chamber
33496,"Repair, prosth valve clot"
33500,Repair heart vessel fistula
33501,Repair heart vessel fistula
33502,Coronary artery correction
33503,Coronary artery graft
33504,Coronary artery graft
33505,Repair artery w/tunnel
33506,"Repair artery, translocation"
33508,Endoscopic vein harvest
33510,"CABG, vein, single"
33511,"CABG, vein, two"
33512,"CABG, vein, three"
33513,"CABG, vein, four"
33514,"CABG, vein, five"
33516,"Cabg, vein, six or more"
33517,"CABG, artery-vein, single"
33518,"CABG, artery-vein, two"
33519,"CABG, artery-vein, three"
33521,"CABG, artery-vein, four"
33522,"CABG, artery-vein, five"
33523,"Cabg, art-vein, six or more"
33530,"Coronary artery, bypass/reop"
33533,"CABG, arterial, single"
33534,"CABG, arterial, two"
33535,"CABG, arterial, three"
33536,"Cabg, arterial, four or more"
33542,Removal of heart lesion
33545,Repair of heart damage
33572,Open coronary endarterectomy
33600,Closure of valve
33602,Closure of valve
33606,Anastomosis/artery-aorta
33608,Repair anomaly w/conduit
33610,Repair by enlargement
33611,Repair double ventricle
33612,Repair double ventricle
33615,"Repair, modified fontan"
33617,Repair single ventricle
33619,Repair single ventricle
33641,Repair heart septum defect
33645,Revision of heart veins
33647,Repair heart septum defects
33660,Repair of heart defects
33665,Repair of heart defects
33670,Repair of heart chambers
33681,Repair heart septum defect
33684,Repair heart septum defect
33688,Repair heart septum defect
33690,Reinforce pulmonary artery
33692,Repair of heart defects
33694,Repair of heart defects
33697,Repair of heart defects
33702,Repair of heart defects
33710,Repair of heart defects
33720,Repair of heart defect
33722,Repair of heart defect
33730,Repair heart-vein defect(s)
33732,Repair heart-vein defect
33735,Revision of heart chamber
33736,Revision of heart chamber
33737,Revision of heart chamber
33750,Major vessel shunt
33755,Major vessel shunt
33762,Major vessel shunt
33764,Major vessel shunt & graft
33766,Major vessel shunt
33767,Major vessel shunt
33770,Repair great vessels defect
33771,Repair great vessels defect
33774,Repair great vessels defect
33775,Repair great vessels defect
33776,Repair great vessels defect
33777,Repair great vessels defect
33778,Repair great vessels defect
33779,Repair great vessels defect
33780,Repair great vessels defect
33781,Repair great vessels defect
33786,Repair arterial trunk
33788,Revision of pulmonary artery
33800,Aortic suspension
33802,Repair vessel defect
33803,Repair vessel defect
33813,Repair septal defect
33814,Repair septal defect
33820,Revise major vessel
33822,Revise major vessel
33824,Revise major vessel
33840,Remove aorta constriction
33845,Remove aorta constriction
33851,Remove aorta constriction
33852,Repair septal defect
33853,Repair septal defect
33860,Ascending aortic graft
33861,Ascending aortic graft
33863,Ascending aortic graft
33870,Transverse aortic arch graft
33875,Thoracic aortic graft
33877,Thoracoabdominal graft
33910,Remove lung artery emboli
33915,Remove lung artery emboli
33916,Surgery of great vessel
33917,Repair pulmonary artery
33918,Repair pulmonary atresia
33919,Repair pulmonary atresia
33920,Repair pulmonary atresia
33922,Transect pulmonary artery
33924,Remove pulmonary shunt
33930,Removal of donor heart/lung
33933,Prepare donor heart/lung
33935,"Transplantation, heart/lung"
33940,Removal of donor heart
33944,Prepare donor heart
33945,Transplantation of heart
33960,External circulation assist
33961,External circulation assist
33967,Insert ia percut device
33968,Remove aortic assist device
33970,Aortic circulation assist
33971,Aortic circulation assist
33973,Insert balloon device
33974,Remove intra-aortic balloon
33975,Implant ventricular device
33976,Implant ventricular device
33977,Remove ventricular device
33978,Remove ventricular device
33979,Insert intracorporeal device
33980,Remove intracorporeal device
33999,Cardiac surgery procedure
34001,Removal of artery clot
34051,Removal of artery clot
34101,Removal of artery clot
34111,Removal of arm artery clot
34151,Removal of artery clot
34201,Removal of artery clot
34203,Removal of leg artery clot
34401,Removal of vein clot
34421,Removal of vein clot
34451,Removal of vein clot
34471,Removal of vein clot
34490,Removal of vein clot
34501,"Repair valve, femoral vein"
34502,Reconstruct vena cava
34510,Transposition of vein valve
34520,Cross-over vein graft
34530,Leg vein fusion
34800,Endovas aaa repr w/sm tube
34802,Endovas aaa repr w/2-p part
34803,Endovas aaa repr w/3-p part
34804,Endovas aaa repr w/1-p part
34805,Endovas aaa repr w/long tube
34808,Endovas iliac a device addon
34812,"Xpose for endoprosth, femorl"
34813,Femoral endovas graft add-on
34820,"Xpose for endoprosth, iliac"
34825,"Endovasc extend prosth, init"
34826,"Endovasc exten prosth, add?l"
34830,Open aortic tube prosth repr
34831,Open aortoiliac prosth repr
34832,Open aortofemor prosth repr
34833,"Xpose for endoprosth, iliac"
34834,"Xpose, endoprosth, brachial"
34900,Endovasc iliac repr w/graft
35001,Repair defect of artery
35002,"Repair artery rupture, neck"
35005,Repair defect of artery
35011,Repair defect of artery
35013,"Repair artery rupture, arm"
35021,Repair defect of artery
35022,"Repair artery rupture, chest"
35045,Repair defect of arm artery
35081,Repair defect of artery
35082,"Repair artery rupture, aorta"
35091,Repair defect of artery
35092,"Repair artery rupture, aorta"
35102,Repair defect of artery
35103,"Repair artery rupture, groin"
35111,Repair defect of artery
35112,"Repair artery rupture,spleen"
35121,Repair defect of artery
35122,"Repair artery rupture, belly"
35131,Repair defect of artery
35132,"Repair artery rupture, groin"
35141,Repair defect of artery
35142,"Repair artery rupture, thigh"
35151,Repair defect of artery
35152,"Repair artery rupture, knee"
35180,Repair blood vessel lesion
35182,Repair blood vessel lesion
35184,Repair blood vessel lesion
35188,Repair blood vessel lesion
35189,Repair blood vessel lesion
35190,Repair blood vessel lesion
35201,Repair blood vessel lesion
35206,Repair blood vessel lesion
35207,Repair blood vessel lesion
35211,Repair blood vessel lesion
35216,Repair blood vessel lesion
35221,Repair blood vessel lesion
35226,Repair blood vessel lesion
35231,Repair blood vessel lesion
35236,Repair blood vessel lesion
35241,Repair blood vessel lesion
35246,Repair blood vessel lesion
35251,Repair blood vessel lesion
35256,Repair blood vessel lesion
35261,Repair blood vessel lesion
35266,Repair blood vessel lesion
35271,Repair blood vessel lesion
35276,Repair blood vessel lesion
35281,Repair blood vessel lesion
35286,Repair blood vessel lesion
35301,Rechanneling of artery
35311,Rechanneling of artery
35321,Rechanneling of artery
35331,Rechanneling of artery
35341,Rechanneling of artery
35351,Rechanneling of artery
35355,Rechanneling of artery
35361,Rechanneling of artery
35363,Rechanneling of artery
35371,Rechanneling of artery
35372,Rechanneling of artery
35381,Rechanneling of artery
35390,"Reoperation, carotid add-on"
35400,Angioscopy
35450,Repair arterial blockage
35452,Repair arterial blockage
35454,Repair arterial blockage
35456,Repair arterial blockage
35458,Repair arterial blockage
35459,Repair arterial blockage
35460,Repair venous blockage
35470,Repair arterial blockage
35471,Repair arterial blockage
35472,Repair arterial blockage
35473,Repair arterial blockage
35474,Repair arterial blockage
35475,Repair arterial blockage
35476,Repair venous blockage
35480,"Atherectomy, open"
35481,"Atherectomy, open"
35482,"Atherectomy, open"
35483,"Atherectomy, open"
35484,"Atherectomy, open"
35485,"Atherectomy, open"
35490,"Atherectomy, percutaneous"
35491,"Atherectomy, percutaneous"
35492,"Atherectomy, percutaneous"
35493,"Atherectomy, percutaneous"
35494,"Atherectomy, percutaneous"
35495,"Atherectomy, percutaneous"
35500,Harvest vein for bypass
35501,Artery bypass graft
35506,Artery bypass graft
35507,Artery bypass graft
35508,Artery bypass graft
35509,Artery bypass graft
35510,Artery bypass graft
35511,Artery bypass graft
35512,Artery bypass graft
35515,Artery bypass graft
35516,Artery bypass graft
35518,Artery bypass graft
35521,Artery bypass graft
35522,Artery bypass graft
35525,Artery bypass graft
35526,Artery bypass graft
35531,Artery bypass graft
35533,Artery bypass graft
35536,Artery bypass graft
35541,Artery bypass graft
35546,Artery bypass graft
35548,Artery bypass graft
35549,Artery bypass graft
35551,Artery bypass graft
35556,Artery bypass graft
35558,Artery bypass graft
35560,Artery bypass graft
35563,Artery bypass graft
35565,Artery bypass graft
35566,Artery bypass graft
35571,Artery bypass graft
35572,Harvest femoropopliteal vein
35583,Vein bypass graft
35585,Vein bypass graft
35587,Vein bypass graft
35600,Harvest artery for cabg
35601,Artery bypass graft
35606,Artery bypass graft
35612,Artery bypass graft
35616,Artery bypass graft
35621,Artery bypass graft
35623,"Bypass graft, not vein"
35626,Artery bypass graft
35631,Artery bypass graft
35636,Artery bypass graft
35641,Artery bypass graft
35642,Artery bypass graft
35645,Artery bypass graft
35646,Artery bypass graft
35647,Artery bypass graft
35650,Artery bypass graft
35651,Artery bypass graft
35654,Artery bypass graft
35656,Artery bypass graft
35661,Artery bypass graft
35663,Artery bypass graft
35665,Artery bypass graft
35666,Artery bypass graft
35671,Artery bypass graft
35681,Composite bypass graft
35682,Composite bypass graft
35683,Composite bypass graft
35685,Bypass graft patency/patch
35686,Bypass graft/av fist patency
35691,Arterial transposition
35693,Arterial transposition
35694,Arterial transposition
35695,Arterial transposition
35697,Reimplant artery each
35700,"Reoperation, bypass graft"
35701,"Exploration, carotid artery"
35721,"Exploration, femoral artery"
35741,Exploration popliteal artery
35761,Exploration of artery/vein
35800,Explore neck vessels
35820,Explore chest vessels
35840,Explore abdominal vessels
35860,Explore limb vessels
35870,Repair vessel graft defect
35875,Removal of clot in graft
35876,Removal of clot in graft
35879,Revise graft w/vein
35881,Revise graft w/vein
35901,"Excision, graft, neck"
35903,"Excision, graft, extremity"
35905,"Excision, graft, thorax"
35907,"Excision, graft, abdomen"
36000,Place needle in vein
36002,Pseudoaneurysm injection trt
36005,Injection ext venography
36010,Place catheter in vein
36011,Place catheter in vein
36012,Place catheter in vein
36013,Place catheter in artery
36014,Place catheter in artery
36015,Place catheter in artery
36100,Establish access to artery
36120,Establish access to artery
36140,Establish access to artery
36145,Artery to vein shunt
36160,Establish access to aorta
36200,Place catheter in aorta
36215,Place catheter in artery
36216,Place catheter in artery
36217,Place catheter in artery
36218,Place catheter in artery
36245,Place catheter in artery
36246,Place catheter in artery
36247,Place catheter in artery
36248,Place catheter in artery
36260,Insertion of infusion pump
36261,Revision of infusion pump
36262,Removal of infusion pump
36299,Vessel injection procedure
36400,Bl draw < 3 yrs fem/jugular
36405,Bl draw < 3 yrs scalp vein
36406,Bl draw < 3 yrs other vein
36410,Non-routine bl draw > 3 yrs
36415,Routine venipuncture
36416,Capillary blood draw
36420,Vein access cutdown < 1 yr
36425,Vein access cutdown > 1 yr
36430,Blood transfusion service
36440,"Bl push transfuse, 2 yr or <"
36450,"Bl exchange/transfuse, nb"
36455,Bl exchange/transfuse non-nb
36460,"Transfusion service, fetal"
36468,"Injection(s), spider veins"
36469,"Injection(s), spider veins"
36470,Injection therapy of vein
36471,Injection therapy of veins
36475,"Endovenous rf, 1st vein"
36476,"Endovenous rf, vein add-on"
36478,"Endovenous laser, 1st vein"
36479,Endovenous laser vein addon
36481,"Insertion of catheter, vein"
36500,"Insertion of catheter, vein"
36510,"Insertion of catheter, vein"
36511,Apheresis wbc
36512,Apheresis rbc
36513,Apheresis platelets
36514,Apheresis plasma
36515,"Apheresis, adsorp/reinfuse"
36516,"Apheresis, selective"
36522,Photopheresis
36540,Collect blood venous device
36550,Declot vascular device
36555,Insert non-tunnel cv cath
36556,Insert non-tunnel cv cath
36557,Insert tunneled cv cath
36558,Insert tunneled cv cath
36560,Insert tunneled cv cath
36561,Insert tunneled cv cath
36563,Insert tunneled cv cath
36565,Insert tunneled cv cath
36566,Insert tunneled cv cath
36568,Insert picc cath
36569,Insert picc cath
36570,Insert picvad cath
36571,Insert picvad cath
36575,Repair tunneled cv cath
36576,Repair tunneled cv cath
36578,Replace tunneled cv cath
36580,Replace cvad cath
36581,Replace tunneled cv cath
36582,Replace tunneled cv cath
36583,Replace tunneled cv cath
36584,Replace picc cath
36585,Replace picvad cath
36589,Removal tunneled cv cath
36590,Removal tunneled cv cath
36595,Mech remov tunneled cv cath
36596,Mech remov tunneled cv cath
36597,Reposition venous catheter
36600,Withdrawal of arterial blood
36620,"Insertion catheter, artery"
36625,"Insertion catheter, artery"
36640,"Insertion catheter, artery"
36660,"Insertion catheter, artery"
36680,"Insert needle, bone cavity"
36800,Insertion of cannula
36810,Insertion of cannula
36815,Insertion of cannula
36818,"Av fuse, uppr arm, cephalic"
36819,"Av fuse, uppr arm, basilic"
36820,Av fusion/forearm vein
36821,Av fusion direct any site
36822,Insertion of cannula(s)
36823,Insertion of cannula(s)
36825,Artery-vein autograft
36830,Artery-vein nonautograft
36831,Open thrombect av fistula
36832,"Av fistula revision, open"
36833,Av fistula revision
36834,Repair A-V aneurysm
36835,Artery to vein shunt
36838,"Dist revas ligation, hemo"
36860,External cannula declotting
36861,Cannula declotting
36870,Percut thrombect av fistula
37140,Revision of circulation
37145,Revision of circulation
37160,Revision of circulation
37180,Revision of circulation
37181,Splice spleen/kidney veins
37182,Insert hepatic shunt (tips)
37183,Remove hepatic shunt (tips)
37195,"Thrombolytic therapy, stroke"
37200,Transcatheter biopsy
37201,Transcatheter therapy infuse
37202,Transcatheter therapy infuse
37203,Transcatheter retrieval
37204,Transcatheter occlusion
37205,"Transcath iv stent, percut"
37206,Transcath iv stent/perc addl
37207,"Transcath iv stent, open"
37208,Transcath iv stent/open addl
37209,Exchange arterial catheter
37215,"Transcath stent, cca w/eps"
37216,"Transcath stent, cca w/o eps"
37250,Iv us first vessel add-on
37251,Iv us each add vessel add-on
37500,Endoscopy ligate perf veins
37501,Vascular endoscopy procedure
37565,Ligation of neck vein
37600,Ligation of neck artery
37605,Ligation of neck artery
37606,Ligation of neck artery
37607,Ligation of a-v fistula
37609,Temporal artery procedure
37615,Ligation of neck artery
37616,Ligation of chest artery
37617,Ligation of abdomen artery
37618,Ligation of extremity artery
37620,Revision of major vein
37650,Revision of major vein
37660,Revision of major vein
37700,Revise leg vein
37720,Removal of leg vein
37730,Removal of leg veins
37735,Removal of leg veins/lesion
37760,"Ligation, leg veins, open"
37765,Phleb veins - extrem - to 20
37766,Phleb veins - extrem 20+
37780,Revision of leg vein
37785,Ligate/divide/excise vein
37788,"Revascularization, penis"
37790,Penile venous occlusion
37799,Vascular surgery procedure
38100,"Removal of spleen, total"
38101,"Removal of spleen, partial"
38102,"Removal of spleen, total"
38115,Repair of ruptured spleen
38120,"Laparoscopy, splenectomy"
38129,"Laparoscope proc, spleen"
38200,Injection for spleen x-ray
38204,Bl donor search management
38205,Harvest allogenic stem cells
38206,Harvest auto stem cells
38207,Cryopreserve stem cells
38208,Thaw preserved stem cells
38209,Wash harvest stem cells
38210,T-cell depletion of harvest
38211,Tumor cell deplete of harvst
38212,Rbc depletion of harvest
38213,Platelet deplete of harvest
38214,Volume deplete of harvest
38215,Harvest stem cell concentrte
38220,Bone marrow aspiration
38221,Bone marrow biopsy
38230,Bone marrow collection
38240,Bone marrow/stem transplant
38241,Bone marrow/stem transplant
38242,Lymphocyte infuse transplant
38300,"Drainage, lymph node lesion"
38305,"Drainage, lymph node lesion"
38308,Incision of lymph channels
38380,Thoracic duct procedure
38381,Thoracic duct procedure
38382,Thoracic duct procedure
38500,"Biopsy/removal, lymph nodes"
38505,"Needle biopsy, lymph nodes"
38510,"Biopsy/removal, lymph nodes"
38520,"Biopsy/removal, lymph nodes"
38525,"Biopsy/removal, lymph nodes"
38530,"Biopsy/removal, lymph nodes"
38542,"Explore deep node(s), neck"
38550,"Removal, neck/armpit lesion"
38555,"Removal, neck/armpit lesion"
38562,"Removal, pelvic lymph nodes"
38564,"Removal, abdomen lymph nodes"
38570,"Laparoscopy, lymph node biop"
38571,"Laparoscopy, lymphadenectomy"
38572,"Laparoscopy, lymphadenectomy"
38589,"Laparoscope proc, lymphatic"
38700,"Removal of lymph nodes, neck"
38720,"Removal of lymph nodes, neck"
38724,"Removal of lymph nodes, neck"
38740,Remove armpit lymph nodes
38745,Remove armpit lymph nodes
38746,Remove thoracic lymph nodes
